date,month,city,available bikes,season,weather condition,temperature (degree C),trips per bike,total bike trips,number of users,registered users (%),occasional_users (%),tot bike trip duration (min),day income (euros),customer satisfaction,new day subscriptions
2020-04-05,4,London,191,spring,cloudy,7.68,40,5829,4955,53.3,46.7,64106.0,25214.7,6.94,-8
2020-04-06,4,Paris,180,spring,clear,6.95,30,5161,4216,59.9,40.1,20712.4,7875.8,6.87,4
2020-04-06,4,Milan,186,spring,clear,17.53,48,8610,7853,55.5,44.5,131416.9,51116.6,6.39,3
2020-04-06,4,Madrid,183,spring,clear,22.94,60,10526,8702,52.0,48.0,191246.5,75725.1,5.35,8
2020-04-06,4,Berlin,180,spring,heavy rain,13.34,29,803,624,52.4,47.6,15769.6,6232.2,5.99,-2
2020-04-06,4,London,198,spring,light rain,17.48,56,3889,3048,49.8,50.2,9492.2,3800.5,6.92,-3
2020-04-07,4,Paris,195,spring,heavy rain,11.83,21,640,509,50.5,49.5,7014.7,2798.7,5.1,6
2020-04-07,4,Milan,192,spring,cloudy,15.48,49,7141,5643,59.7,40.3,205690.9,78268.9,6.04,-6
2020-04-07,4,Madrid,183,spring,clear,21.78,71,12453,10258,54.4,45.6,182377.8,71335.0,7.05,4
2020-04-07,4,Berlin,193,spring,clear,5.58,21,3972,3051,54.2,45.8,96098.1,37637.8,6.34,2
2020-04-07,4,London,183,spring,heavy rain,13.19,44,1227,1024,54.4,45.6,24091.5,9422.3,7.12,3
2020-04-08,4,Paris,196,spring,light rain,14.72,39,2726,2223,53.3,46.7,66728.4,26250.1,5.69,-4
2020-04-08,4,Milan,187,spring,cloudy,12.95,51,7206,5604,49.5,50.5,129266.7,51827.4,6.32,5
2020-04-08,4,Madrid,189,spring,clear,7.07,1,180,144,52.0,48.0,2733.1,1082.0,5.36,8
2020-04-08,4,Berlin,186,spring,light rain,9.9,23,1557,1293,56.7,43.3,8589.4,3320.6,6.72,6
2020-04-08,4,London,181,spring,light rain,15.08,54,3456,2689,57.9,42.1,117039.3,44967.7,6.01,1
2020-04-09,4,Paris,193,spring,light rain,26.16,72,4880,3718,56.8,43.2,36727.0,14189.0,6.37,2
2020-04-09,4,Milan,192,spring,light rain,12.28,38,2623,2043,56.6,43.4,43077.7,16661.2,6.34,-6
2020-04-09,4,Madrid,183,spring,clear,17.86,64,11182,8454,53.6,46.4,17165.5,6741.0,7.33,7
2020-04-09,4,Berlin,195,spring,clear,15.43,50,9319,7390,52.0,48.0,145342.6,57570.1,6.97,3
2020-04-09,4,London,185,spring,light rain,15.02,32,2124,1470,54.3,45.7,48740.6,19079.0,5.51,9
2020-04-10,4,Paris,199,spring,light rain,13.13,36,2577,2089,52.9,47.1,34048.5,13423.5,6.37,-5
2020-04-10,4,Milan,188,spring,light rain,18.77,65,4301,3447,50.8,49.2,79955.3,31847.1,6.63,-1
2020-04-10,4,Madrid,184,spring,cloudy,23.65,80,11173,8611,55.4,44.6,226786.3,88285.0,6.13,-3
2020-04-10,4,Berlin,182,spring,light rain,7.02,13,854,684,50.7,49.3,13558.2,5405.7,7.2,-3
2020-04-10,4,London,185,spring,cloudy,22.18,53,7507,6323,56.3,43.7,10220.5,3958.7,6.77,3
2020-04-11,4,Paris,190,spring,cloudy,7.5,29,4223,3243,54.0,46.0,82088.9,32179.6,6.7,3
2020-04-11,4,Milan,197,spring,clear,22.34,55,10406,8439,63.2,36.8,72035.4,26911.8,7.33,3
2020-04-11,4,Madrid,184,spring,heavy rain,21.31,68,1900,1553,58.8,41.2,1815.2,694.1,6.54,-2
2020-04-11,4,Berlin,183,spring,heavy rain,5.53,0,12,11,61.0,39.0,297.6,112.5,5.94,6
2020-04-11,4,London,191,spring,light rain,7.6,32,2142,1814,51.4,48.6,66013.3,26216.5,5.87,4
2020-04-12,4,Paris,183,spring,light rain,14.3,39,2526,2022,50.4,49.6,32796.6,13094.6,6.99,-7
2020-04-12,4,Milan,185,spring,light rain,12.83,72,4699,3801,56.5,43.5,61095.6,23646.2,7.53,7
2020-04-12,4,Madrid,195,spring,clear,12.85,36,6682,5177,60.4,39.6,161454.6,61212.7,5.26,-3
2020-04-12,4,Berlin,183,spring,cloudy,8.7,13,1870,1580,53.2,46.8,21687.7,8535.2,6.58,2
2020-04-12,4,London,183,spring,cloudy,16.51,51,7035,5995,56.6,43.4,164474.5,63606.1,6.45,-4
2020-04-13,4,Paris,187,spring,clear,14.8,54,9777,8013,56.2,43.8,47291.8,18333.2,7.13,3
2020-04-13,4,Milan,191,spring,clear,10.86,25,4725,3765,54.7,45.3,87226.9,34072.8,6.79,10
2020-04-13,4,Madrid,187,spring,light rain,20.75,56,3696,2694,54.5,45.5,49649.0,19413.9,5.97,5
2020-04-13,4,Berlin,191,spring,heavy rain,9.81,45,1308,1027,53.1,46.9,31951.4,12582.1,6.48,4
2020-04-13,4,London,187,spring,light rain,12.75,28,1857,1613,54.7,45.3,40363.7,15764.2,6.17,8
2020-04-14,4,Paris,187,spring,clear,4.61,13,2427,1938,53.5,46.5,10544.7,4144.9,6.19,5
2020-04-14,4,Milan,195,spring,light rain,20.45,70,4780,3741,56.8,43.2,75736.8,29272.2,5.62,6
2020-04-14,4,Madrid,181,spring,cloudy,18.96,52,7176,5532,53.3,46.7,178980.0,70406.8,6.47,-6
2020-04-14,4,Berlin,194,spring,light rain,6.32,28,1936,1601,55.4,44.6,50184.5,19530.6,7.67,5
2020-04-14,4,London,189,spring,light rain,13.88,34,2286,1818,53.7,46.3,16813.7,6600.3,6.6,4
2020-04-15,4,Paris,190,spring,cloudy,15.09,49,7041,6153,52.6,47.4,96784.0,38208.2,6.31,3
2020-04-15,4,Milan,191,spring,clear,12.98,60,10923,9898,55.2,44.8,6252.8,2436.1,7.25,-5
2020-04-15,4,Madrid,187,spring,light rain,16.69,54,3576,3012,54.1,45.9,61206.3,23976.6,5.98,7
2020-04-15,4,Berlin,197,spring,clear,11.73,33,6282,4756,51.8,48.2,94738.7,37551.3,5.38,6
2020-04-15,4,London,183,spring,light rain,19.72,73,4745,3994,57.8,42.2,83523.1,32098.1,6.37,6
2020-04-16,4,Paris,192,spring,light rain,23.14,75,5054,3718,56.1,43.9,110119.4,42698.8,6.49,1
2020-04-16,4,Milan,191,spring,light rain,13.08,38,2545,1922,57.8,42.2,9177.3,3528.6,4.84,7
2020-04-16,4,Madrid,190,spring,light rain,19.69,61,4117,3289,51.6,48.4,34236.4,13585.4,6.34,3
2020-04-16,4,Berlin,191,spring,clear,13.31,33,6077,4850,54.4,45.6,100255.9,39224.0,6.24,2
2020-04-16,4,London,189,spring,cloudy,13.69,21,3110,2561,59.8,40.2,18818.7,7156.9,6.05,-6
2020-04-17,4,Paris,188,spring,clear,12.26,31,5592,4186,53.6,46.4,78785.0,30943.8,7.51,1
2020-04-17,4,Milan,193,spring,clear,14.85,60,11125,9493,57.5,42.5,189108.0,72795.7,6.3,1
2020-04-17,4,Madrid,184,spring,clear,14.61,57,10065,8725,59.1,40.9,8757.3,3343.8,5.93,0
2020-04-17,4,Berlin,192,spring,heavy rain,10.14,46,1337,975,58.7,41.3,2003.0,766.5,6.46,7
2020-04-17,4,London,199,spring,light rain,11.32,40,2860,2330,54.4,45.6,105790.5,41376.2,6.53,-6
2020-04-18,4,Paris,192,spring,light rain,22.6,58,3947,3426,55.1,44.9,51474.1,20061.1,6.94,-6
2020-04-18,4,Milan,184,spring,light rain,1.29,1,64,50,54.8,45.2,598.4,233.6,6.88,5
2020-04-18,4,Madrid,194,spring,clear,22.64,59,10974,10050,57.0,43.0,122473.0,47268.0,7.71,1
2020-04-18,4,Berlin,189,spring,light rain,11.9,24,1640,1479,54.9,45.1,27512.9,10738.1,6.3,4
2020-04-18,4,London,180,spring,light rain,19.33,58,3719,2734,53.7,46.3,12846.0,5042.8,7.5,-4
2020-04-19,4,Paris,189,spring,cloudy,8.7,15,2147,1661,50.3,49.7,28200.5,11265.0,7.28,-4
2020-04-19,4,Milan,187,spring,clear,13.83,30,5411,4333,56.3,43.7,73751.7,28564.2,6.95,-7
2020-04-19,4,Madrid,196,spring,clear,12.62,55,10381,8451,56.0,44.0,198724.6,77085.6,6.45,7
2020-04-19,4,Berlin,185,spring,clear,25.11,42,7534,6348,59.1,40.9,86710.1,33110.2,6.4,1
2020-04-19,4,London,187,spring,light rain,5.89,21,1426,1313,53.9,46.1,27467.7,10770.2,6.16,-5
2020-04-20,4,Paris,187,spring,light rain,4.91,37,2466,2096,55.3,44.7,35965.1,14003.4,6.23,4
2020-04-20,4,Milan,195,spring,heavy rain,13.48,44,1316,1005,53.7,46.3,2522.8,990.4,6.34,-5
2020-04-20,4,Madrid,187,spring,heavy rain,19.49,50,1413,1093,56.5,43.5,27702.7,10722.8,5.54,6
2020-04-20,4,Berlin,192,spring,light rain,20.0,60,4086,3369,55.6,44.4,24103.5,9369.5,6.42,1
2020-04-20,4,London,189,spring,cloudy,13.98,36,5225,4246,58.5,41.5,174903.6,67004.3,6.74,5
2020-04-21,4,Paris,190,spring,light rain,4.78,17,1173,1086,53.8,46.2,13069.1,5129.4,5.91,7
2020-04-21,4,Milan,188,spring,clear,20.7,67,12170,9527,55.9,44.1,139756.4,54260.3,6.01,5
2020-04-21,4,Madrid,185,spring,clear,24.02,59,10441,9204,54.9,45.1,296911.1,115843.8,6.71,2
2020-04-21,4,Berlin,180,spring,clear,14.32,50,8667,7596,55.3,44.7,188468.6,73392.6,6.23,7
2020-04-21,4,London,185,spring,light rain,11.46,31,2028,1830,56.2,43.8,33851.1,13124.0,7.18,-7
2020-04-22,4,Paris,186,spring,cloudy,18.33,68,9531,8510,51.4,48.6,39513.6,15692.4,5.81,2
2020-04-22,4,Milan,185,spring,cloudy,16.49,62,8716,7339,60.9,39.1,109686.4,41492.7,6.82,-1
2020-04-22,4,Madrid,191,spring,heavy rain,23.96,52,1504,1268,56.7,43.3,11692.6,4520.0,7.32,3
2020-04-22,4,Berlin,191,spring,light rain,15.28,38,2611,2185,57.7,42.3,17892.3,6880.9,6.82,1
2020-04-22,4,London,185,spring,light rain,15.0,41,2675,2165,57.6,42.4,78559.7,30232.9,7.92,2
2020-04-23,4,Paris,195,spring,cloudy,9.63,42,6199,5096,53.3,46.7,184895.7,72733.4,5.68,4
2020-04-23,4,Milan,185,spring,heavy rain,19.64,58,1638,1302,53.5,46.5,41757.0,16407.3,5.54,5
2020-04-23,4,Madrid,189,spring,cloudy,8.48,26,3826,2962,53.2,46.8,29549.4,11633.1,6.2,-3
2020-04-23,4,Berlin,194,spring,light rain,7.55,19,1337,1044,54.6,45.4,30380.4,11873.4,6.67,6
2020-04-23,4,London,185,spring,cloudy,6.59,13,1903,1492,55.0,45.0,9897.0,3860.7,5.37,0
2020-04-24,4,Paris,191,spring,clear,14.82,70,12758,10013,50.6,49.4,374681.3,149418.5,7.49,8
2020-04-24,4,Milan,191,spring,heavy rain,16.56,58,1676,1306,49.6,50.4,33724.6,13516.9,7.55,-3
2020-04-24,4,Madrid,188,spring,clear,13.71,23,4246,3105,51.9,48.1,38128.5,15107.4,7.34,5
2020-04-24,4,Berlin,196,spring,cloudy,6.95,47,6971,6034,55.1,44.9,103886.7,40486.2,7.56,10
2020-04-24,4,London,196,spring,heavy rain,12.21,35,1034,800,53.1,46.9,14292.6,5627.2,7.41,2
2020-04-25,4,Paris,191,spring,light rain,12.41,42,2840,2172,53.7,46.3,52587.8,20650.9,7.21,2
2020-04-25,4,Milan,190,spring,light rain,21.36,54,3624,3090,56.3,43.7,81555.4,31597.7,6.87,-6
2020-04-25,4,Madrid,192,spring,cloudy,14.73,65,9379,7525,54.6,45.4,40501.6,15825.3,7.22,6
2020-04-25,4,Berlin,192,spring,heavy rain,9.6,34,991,781,51.7,48.3,18395.6,7294.3,6.1,6
2020-04-25,4,London,190,spring,clear,17.08,37,6721,5571,50.4,49.6,7664.2,3059.4,5.85,-8
2020-04-26,4,Paris,185,spring,light rain,12.57,41,2669,2199,53.1,46.9,34838.7,13717.6,6.95,4
2020-04-26,4,Milan,195,spring,clear,18.57,50,9405,7838,54.9,45.1,91892.5,35851.3,7.63,3
2020-04-26,4,Madrid,193,spring,light rain,20.92,77,5245,4329,54.6,45.4,12697.5,4963.1,5.92,3
2020-04-26,4,Berlin,187,spring,cloudy,15.54,50,7140,5541,55.1,44.9,197941.4,77158.6,6.54,7
2020-04-26,4,London,190,spring,heavy rain,8.69,32,917,672,55.1,44.9,23417.7,9129.3,6.44,6
2020-04-27,4,Paris,187,spring,cloudy,19.46,58,8225,6385,54.4,45.6,276921.5,108347.2,6.94,3
2020-04-27,4,Milan,182,spring,clear,12.88,44,7766,5308,53.1,46.9,162600.5,64043.2,7.43,-4
2020-04-27,4,Madrid,184,spring,heavy rain,16.85,45,1266,1036,57.9,42.1,43304.8,16633.6,6.25,2
2020-04-27,4,Berlin,188,spring,clear,18.03,45,8095,6418,58.2,41.8,88139.0,33812.1,5.64,6
2020-04-27,4,London,186,spring,clear,11.82,33,5869,4440,53.6,46.4,28782.8,11307.5,6.62,2
2020-04-28,4,Paris,195,spring,cloudy,13.9,49,7300,5102,55.8,44.2,163016.7,63326.7,7.54,4
2020-04-28,4,Milan,183,spring,clear,9.33,33,5843,4604,58.8,41.2,129623.8,49575.0,5.99,6
2020-04-28,4,Madrid,191,spring,light rain,19.01,64,4295,3527,55.5,44.5,78891.1,30685.8,6.28,8
2020-04-28,4,Berlin,186,spring,clear,9.63,33,5923,4592,53.4,46.6,46594.8,18325.2,5.96,5
2020-04-28,4,London,182,spring,cloudy,11.83,44,6050,5343,54.7,45.3,20424.7,7976.6,6.12,-3
2020-04-29,4,Paris,182,spring,clear,13.4,44,7749,6264,58.8,41.2,108978.7,41662.7,5.68,-4
2020-04-29,4,Milan,190,spring,clear,18.18,56,10256,8769,59.8,40.2,113150.4,43039.4,7.12,7
2020-04-29,4,Madrid,189,spring,light rain,11.07,43,2889,2246,55.0,45.0,52302.2,20397.4,6.45,6
2020-04-29,4,Berlin,183,spring,light rain,20.29,36,2322,2039,55.4,44.6,50197.5,19533.3,5.97,-8
2020-04-29,4,London,189,spring,heavy rain,10.98,62,1775,1322,49.7,50.3,6510.1,2607.4,6.72,1
2020-04-30,4,Paris,195,spring,cloudy,14.81,40,5952,4442,55.2,44.8,146517.9,57077.6,7.0,2
2020-04-30,4,Milan,199,spring,clear,17.84,72,13620,10170,55.4,44.6,48376.0,18830.4,6.21,7
2020-04-30,4,Madrid,198,spring,cloudy,19.5,49,7301,5555,53.3,46.7,27536.9,10833.0,6.8,6
2020-04-30,4,Berlin,190,spring,clear,18.97,71,13031,10346,56.4,43.6,262606.6,101678.2,6.01,8
2020-04-30,4,London,193,spring,clear,11.83,38,7015,5684,57.0,43.0,266315.2,102817.7,6.19,-7
2020-05-01,5,Paris,185,spring,clear,19.26,60,10721,9579,55.5,44.5,149330.6,58076.4,6.4,-5
2020-05-01,5,Milan,188,spring,cloudy,12.58,26,3684,2981,59.2,40.8,65882.2,25141.8,6.72,3
2020-05-01,5,Madrid,185,spring,clear,14.08,38,6797,5640,60.0,40.0,20571.6,7817.7,6.4,4
2020-05-01,5,Berlin,188,spring,clear,10.55,38,6926,5482,54.7,45.3,72555.6,28344.5,6.38,-5
2020-05-01,5,London,199,spring,light rain,13.01,30,2131,1592,59.9,40.1,22101.2,8402.7,6.64,-1
2020-05-02,5,Paris,181,spring,light rain,18.46,35,2262,1841,59.1,40.9,6993.6,2670.0,6.9,-2
2020-05-02,5,Milan,188,spring,light rain,15.32,40,2667,1989,49.7,50.3,42677.4,17099.5,5.93,4
2020-05-02,5,Madrid,194,spring,cloudy,21.03,56,8184,6669,54.5,45.5,107907.1,42198.3,7.13,2
2020-05-02,5,Berlin,182,spring,light rain,12.73,33,2128,1858,54.7,45.3,33790.9,13197.5,7.45,6
2020-05-02,5,London,192,spring,light rain,16.28,45,3078,2551,51.2,48.8,92324.3,36703.7,5.89,-5
2020-05-03,5,Paris,194,spring,heavy rain,8.95,46,1368,1033,60.9,39.1,43565.2,16473.9,5.34,4
2020-05-03,5,Milan,182,spring,cloudy,11.62,27,3747,2969,59.6,40.4,73929.0,28148.0,7.51,6
2020-05-03,5,Madrid,185,spring,clear,13.36,41,7360,6540,62.8,37.2,165713.6,62057.3,6.32,3
2020-05-03,5,Berlin,193,spring,heavy rain,11.45,29,852,671,55.3,44.7,4989.0,1942.6,7.3,5
2020-05-03,5,London,194,spring,light rain,17.61,56,3866,3176,55.7,44.3,22598.3,8782.4,8.04,6
2020-05-04,5,Paris,189,spring,light rain,11.16,35,2340,1922,65.6,34.4,86926.0,32059.3,6.35,2
2020-05-04,5,Milan,186,spring,heavy rain,8.14,42,1183,1078,60.3,39.7,8807.3,3341.6,6.95,7
2020-05-04,5,Madrid,191,spring,light rain,17.62,38,2590,1883,57.6,42.4,37503.6,14434.8,6.12,3
2020-05-04,5,Berlin,191,spring,heavy rain,14.02,42,1228,954,60.8,39.2,8273.9,3130.9,6.41,6
2020-05-04,5,London,190,spring,light rain,10.14,28,1873,1618,56.0,44.0,29091.2,11284.6,6.08,5
2020-05-05,5,Paris,193,spring,heavy rain,9.9,34,1004,807,54.5,45.5,16034.1,6269.7,6.87,6
2020-05-05,5,Milan,192,spring,clear,21.52,76,13934,11563,58.1,41.9,128472.6,49295.8,7.89,5
2020-05-05,5,Madrid,177,spring,clear,12.63,34,5809,4495,59.9,40.1,26463.0,10059.6,5.92,6
2020-05-05,5,Berlin,195,spring,light rain,15.95,42,2897,2422,60.0,40.0,12481.9,4743.5,6.07,4
2020-05-05,5,London,180,spring,heavy rain,14.06,48,1305,1076,57.6,42.4,32699.8,12583.7,6.21,4
2020-05-06,5,Paris,193,spring,cloudy,11.94,24,3583,2644,61.9,38.1,55697.1,20956.5,7.48,3
2020-05-06,5,Milan,197,spring,light rain,18.23,42,2937,2069,59.4,40.6,74991.0,28583.1,6.52,-5
2020-05-06,5,Madrid,184,spring,clear,20.7,54,9465,7162,54.3,45.7,41487.8,16239.9,6.2,-2
2020-05-06,5,Berlin,194,spring,light rain,10.36,39,2683,2309,59.0,41.0,2935.3,1121.4,7.53,5
2020-05-06,5,London,194,spring,light rain,19.57,48,3299,2763,53.2,46.8,19126.5,7529.1,5.79,-5
2020-05-07,5,Paris,182,spring,heavy rain,13.65,28,792,630,56.7,43.3,4108.5,1588.7,7.83,5
2020-05-07,5,Milan,187,spring,heavy rain,14.22,32,913,743,57.0,43.0,6549.7,2527.7,6.78,4
2020-05-07,5,Madrid,187,spring,clear,20.67,59,10590,8776,51.3,48.7,82853.4,32927.0,7.32,0
2020-05-07,5,Berlin,188,spring,clear,21.11,72,12985,11195,58.0,42.0,294856.0,113250.4,7.18,6
2020-05-07,5,London,189,spring,light rain,15.31,58,3874,3158,63.0,37.0,102755.3,38424.1,6.38,-6
2020-05-08,5,Paris,187,spring,light rain,8.6,48,3163,2224,56.4,43.6,44980.9,17418.8,5.94,4
2020-05-08,5,Milan,192,spring,heavy rain,24.06,67,1940,1603,62.8,37.2,18953.8,7097.6,6.36,7
2020-05-08,5,Madrid,186,spring,heavy rain,12.55,33,935,734,54.9,45.1,8270.5,3226.4,6.23,5
2020-05-08,5,Berlin,186,spring,clear,6.24,31,5539,4222,53.1,46.9,87828.4,34591.6,6.87,3
2020-05-08,5,London,199,spring,cloudy,15.44,26,3953,3207,57.2,42.8,53831.7,20761.9,7.28,-3
2020-05-09,5,Paris,197,spring,cloudy,17.14,25,3750,2952,53.6,46.4,28926.4,11364.3,6.95,8
2020-05-09,5,Milan,187,spring,clear,14.93,43,7679,6366,53.5,46.5,82349.3,32356.3,7.75,-4
2020-05-09,5,Madrid,186,spring,light rain,12.67,40,2620,2053,58.1,41.9,42135.2,16173.3,7.03,5
2020-05-09,5,Berlin,186,spring,clear,13.28,44,7794,6419,55.1,44.9,195123.8,76071.4,6.95,5
2020-05-09,5,London,190,spring,light rain,6.99,28,1871,1560,57.6,42.4,28569.6,10992.9,6.57,1
2020-05-10,5,Paris,177,spring,cloudy,16.61,37,4982,4336,58.8,41.2,7167.3,2740.4,6.12,-6
2020-05-10,5,Milan,192,spring,clear,14.18,45,8411,7316,57.1,42.9,7744.3,2987.3,6.33,-5
2020-05-10,5,Madrid,188,spring,cloudy,20.28,67,9593,7424,52.1,47.9,262162.1,103784.6,7.04,-6
2020-05-10,5,Berlin,186,spring,clear,12.82,35,6357,5032,53.2,46.8,33814.3,13308.5,6.42,-5
2020-05-10,5,London,192,spring,light rain,18.86,65,4405,3526,54.2,45.8,42499.4,16646.1,8.02,7
2020-05-11,5,Paris,189,spring,heavy rain,17.24,59,1697,1286,59.5,40.5,44345.8,16897.6,5.0,-2
2020-05-11,5,Milan,195,spring,cloudy,10.22,38,5637,4574,59.5,40.5,135533.6,51637.5,6.95,-3
2020-05-11,5,Madrid,192,spring,clear,16.96,41,7663,5469,56.3,43.7,137260.6,53185.4,5.53,-7
2020-05-11,5,Berlin,189,spring,light rain,12.5,46,3075,2504,59.2,40.8,88476.7,33763.5,5.61,6
2020-05-11,5,London,191,spring,cloudy,14.61,51,7422,6186,57.3,42.7,194504.2,74949.3,6.4,-2
2020-05-12,5,Paris,192,spring,light rain,12.78,47,3184,2497,58.2,41.8,56608.3,21719.7,6.8,3
2020-05-12,5,Milan,193,spring,heavy rain,11.97,44,1290,991,53.9,46.1,16611.0,6514.8,6.08,5
2020-05-12,5,Madrid,186,spring,clear,19.29,53,9492,7912,52.7,47.3,231982.4,91535.6,6.92,3
2020-05-12,5,Berlin,188,spring,cloudy,4.37,15,2252,1935,54.5,45.5,10985.7,4294.6,7.5,6
2020-05-12,5,London,184,spring,cloudy,18.76,49,6861,5246,63.1,36.9,10449.1,3905.6,6.55,7
2020-05-13,5,Paris,183,spring,light rain,15.41,39,2521,2004,55.7,44.3,42469.4,16507.2,6.65,5
2020-05-13,5,Milan,192,spring,clear,21.15,49,9129,8327,53.8,46.2,10851.2,4258.2,7.43,-5
2020-05-13,5,Madrid,179,spring,clear,17.99,57,9875,8944,57.0,43.0,214313.0,82712.3,7.39,5
2020-05-13,5,Berlin,185,spring,light rain,22.87,65,4277,3334,58.7,41.3,44138.4,16883.8,6.75,8
2020-05-13,5,London,189,spring,light rain,7.86,32,2177,1635,60.7,39.3,29745.2,11262.0,7.33,4
2020-05-14,5,Paris,199,spring,cloudy,4.95,16,2523,1861,57.5,42.5,43179.7,16626.2,7.95,0
2020-05-14,5,Milan,197,spring,cloudy,13.03,31,4727,3704,60.5,39.5,57955.0,21965.0,7.67,5
2020-05-14,5,Madrid,190,spring,clear,24.29,74,13400,10430,60.5,39.5,5128.8,1944.2,5.93,6
2020-05-14,5,Berlin,191,spring,light rain,10.48,15,1021,896,55.9,44.1,4137.5,1606.5,7.73,3
2020-05-14,5,London,189,spring,light rain,14.24,40,2701,2292,58.1,41.9,33136.5,12716.7,6.31,7
2020-05-15,5,Paris,192,spring,cloudy,7.12,20,3029,2393,56.0,44.0,54532.6,21163.6,6.77,5
2020-05-15,5,Milan,191,spring,clear,17.85,45,8287,6752,54.4,45.6,93676.2,36648.8,6.87,6
2020-05-15,5,Madrid,198,spring,clear,13.86,47,8923,7097,55.6,44.4,214744.2,83489.8,6.95,-6
2020-05-15,5,Berlin,193,spring,light rain,9.77,35,2414,2067,61.1,38.9,50547.2,19093.0,6.11,3
2020-05-15,5,London,194,spring,clear,16.07,54,9983,7850,58.0,42.0,121214.5,46550.0,7.27,-3
2020-05-16,5,Paris,189,spring,clear,5.78,21,3802,3021,58.0,42.0,25306.0,9715.6,7.33,4
2020-05-16,5,Milan,199,spring,clear,22.6,75,14378,12513,57.1,42.9,242006.0,93348.5,6.19,4
2020-05-16,5,Madrid,181,spring,clear,28.1,77,13368,10813,60.0,40.0,1979.2,752.1,6.16,3
2020-05-16,5,Berlin,195,spring,light rain,17.47,23,1630,1177,54.3,45.7,23677.9,9269.3,8.48,6
2020-05-16,5,London,194,spring,light rain,4.12,23,1576,1124,54.8,45.2,3548.6,1385.1,6.95,6
2020-05-17,5,Paris,189,spring,cloudy,10.7,31,4445,3555,58.7,41.3,86667.0,33152.2,6.98,3
2020-05-17,5,Milan,191,spring,clear,17.58,46,8518,6694,58.5,41.5,164453.7,62992.5,7.02,4
2020-05-17,5,Madrid,199,spring,clear,16.77,45,8711,7380,54.6,45.4,186200.1,72779.9,7.65,-3
2020-05-17,5,Berlin,180,spring,light rain,12.15,32,2025,1605,56.0,44.0,38861.1,15081.5,6.96,5
2020-05-17,5,London,188,spring,light rain,12.66,26,1743,1391,60.0,40.0,47056.3,17881.7,7.35,5
2020-05-18,5,Paris,187,spring,light rain,14.73,41,2741,2145,61.1,38.9,33749.4,12749.8,7.13,-6
2020-05-18,5,Milan,185,spring,cloudy,21.63,52,7358,5897,54.0,46.0,5146.8,2018.0,7.63,-2
2020-05-18,5,Madrid,187,spring,heavy rain,23.86,81,2285,1618,56.7,43.3,20082.0,7762.0,7.64,-3
2020-05-18,5,Berlin,199,spring,cloudy,13.38,23,3521,2800,53.6,46.4,5069.9,1992.0,7.1,8
2020-05-18,5,London,195,spring,cloudy,5.92,19,2904,2382,60.5,39.5,66620.6,25247.5,5.93,3
2020-05-19,5,Paris,193,spring,cloudy,12.0,30,4380,3733,60.8,39.2,50974.7,19292.2,6.83,4
2020-05-19,5,Milan,195,spring,heavy rain,11.1,17,506,390,58.7,41.3,5945.6,2274.9,6.32,-1
2020-05-19,5,Madrid,197,spring,light rain,19.03,59,4081,2947,55.4,44.6,70444.2,27412.3,6.86,-5
2020-05-19,5,Berlin,188,spring,cloudy,9.09,37,5279,4093,58.1,41.9,59160.6,22707.3,5.85,-6
2020-05-19,5,London,188,spring,light rain,14.61,47,3130,2329,58.2,41.8,38353.3,14711.9,5.88,-2
2020-05-20,5,Paris,193,spring,cloudy,13.41,44,6482,5633,58.3,41.7,83996.2,32212.3,5.47,5
2020-05-20,5,Milan,199,spring,heavy rain,21.05,57,1724,1474,58.1,41.9,51443.6,19744.9,5.69,6
2020-05-20,5,Madrid,194,spring,heavy rain,15.78,49,1462,1168,53.6,46.4,22675.7,8907.3,5.87,6
2020-05-20,5,Berlin,187,spring,light rain,16.13,47,3137,2538,56.4,43.6,35869.3,13888.3,6.44,-2
2020-05-20,5,London,189,spring,light rain,17.23,44,2924,2402,58.1,41.9,81784.7,31391.7,7.6,6
2020-05-21,5,Paris,186,spring,light rain,22.31,73,4774,3821,58.7,41.3,156718.8,59955.6,5.74,-2
2020-05-21,5,Milan,190,spring,light rain,18.31,67,4532,3534,59.7,40.3,99654.6,37933.0,6.28,6
2020-05-21,5,Madrid,191,spring,clear,17.86,44,8061,7032,54.7,45.3,139603.2,54525.0,7.03,-4
2020-05-21,5,Berlin,181,spring,cloudy,16.02,38,5186,4233,61.0,39.0,231716.4,87581.8,7.22,5
2020-05-21,5,London,177,spring,heavy rain,8.5,9,258,211,47.1,52.9,458.3,186.0,6.71,3
2020-05-22,5,Paris,190,spring,light rain,12.67,33,2263,1905,54.5,45.5,26552.0,10380.6,7.03,7
2020-05-22,5,Milan,198,spring,cloudy,15.24,30,4475,3497,54.5,45.5,108357.6,42359.5,6.13,6
2020-05-22,5,Madrid,187,spring,cloudy,24.62,85,11991,9512,57.1,42.9,34586.8,13345.0,6.24,5
2020-05-22,5,Berlin,192,spring,clear,9.64,25,4674,3465,56.9,43.1,173339.2,66948.3,6.51,5
2020-05-22,5,London,191,spring,cloudy,16.07,49,7145,5509,58.1,41.9,192292.7,73789.8,6.1,5
2020-05-23,5,Paris,198,spring,heavy rain,20.63,73,2197,1760,54.0,46.0,54763.0,21467.3,7.12,5
2020-05-23,5,Milan,194,spring,clear,14.65,57,10552,8156,58.1,41.9,50846.4,19511.3,6.58,-3
